pointId Ascore actuallabel
0 7.64147 0
1 7.12399 0
2 6.60651 0
3 6.08903 0
4 5.57155 0
5 5.05407 0
6 4.53659 0
7 3.174 0
8 3.28777 0
9 2.34935 0
10 2.80008 0
11 2.88464 0
12 2.0925 0
13 6.96037 0
14 -0.724496 0
15 0.221634 0
16 -3.30352 0
17 -4.21244 0
18 20.2824 0
19 -6.95554 0
20 -2.91425 0
21 -15.2299 0
22 -10.4427 0
23 -4.80165 0
24 -4.44361 0
25 -4.03047 0
26 -3.61733 0
27 -3.20418 0
28 -2.79104 0
29 -2.3779 0
30 7.15289 0
31 6.63541 0
32 6.11793 0
33 5.60045 0
34 5.08297 0
35 4.56549 0
36 4.04801 0
37 2.82338 0
38 2.95308 0
39 2.18532 0
40 2.48563 0
41 2.39233 0
42 1.46141 0
43 5.94491 0
44 -0.905633 0
45 -0.0434212 0
46 -3.51628 0
47 -4.09541 0
48 19.1559 0
49 -6.90601 0
50 -2.9546 0
51 -14.8002 0
52 -10.2267 0
53 -4.83183 0
54 -4.47142 0
55 -4.05828 0
56 -3.64514 0
57 -3.232 0
58 -2.81886 0
59 -2.40571 0
60 6.66431 0
61 6.14683 0
62 5.62935 0
63 5.11187 0
64 4.59439 0
65 4.07691 0
66 3.55943 0
67 2.47275 0
68 2.61838 0
69 2.0213 0
70 2.17118 0
71 1.90002 0
72 0.830322 0
73 4.92944 0
74 -1.08677 0
75 -0.308477 0
76 -3.72903 0
77 -3.97838 0
78 18.0295 0
79 -6.85647 0
80 -2.99495 0
81 -14.3705 0
82 -10.0107 0
83 -4.86201 0
84 -4.49924 0
85 -4.0861 0
86 -3.67295 0
87 -3.25981 0
88 -2.84667 0
89 -2.43353 0
90 6.17573 0
91 5.65825 0
92 5.14077 0
93 4.62329 0
94 4.10581 0
95 3.58833 0
96 3.07085 0
97 2.12212 0
98 2.28369 0
99 1.85727 0
100 1.85672 0
101 1.4077 0
102 0.199233 0
103 3.91397 0
104 -1.26791 0
105 -0.573532 0
106 -3.94178 0
107 -3.86134 0
108 16.9031 0
109 -6.80694 0
110 -3.0353 0
111 -13.9408 0
112 -9.79464 0
113 -4.8922 0
114 -4.52705 0
115 -4.11391 0
116 -3.70077 0
117 -3.28763 0
118 -2.87448 0
119 -2.46134 0
120 5.68715 0
121 5.16967 0
122 4.65219 0
123 4.13471 0
124 3.61723 0
125 3.09975 0
126 2.58227 0
127 1.7715 0
128 1.94899 0
129 1.69325 0
130 1.54227 0
131 0.915391 0
132 -0.431857 0
133 2.8985 0
134 -1.44904 0
135 -0.838588 0
136 -4.15453 0
137 -3.74431 0
138 15.7767 0
139 -6.7574 0
140 -3.07565 0
141 -13.5112 0
142 -9.57863 0
143 -4.92238 0
144 -4.55487 0
145 -4.14172 0
146 -3.72858 0
147 -3.31544 0
148 -2.9023 0
149 -2.48916 0
150 5.19857 0
151 4.68109 0
152 4.16361 0
153 3.64613 0
154 3.12865 0
155 2.61117 0
156 2.09369 0
157 1.42087 0
158 1.6143 0
159 1.52922 0
160 1.22781 0
161 0.423077 0
162 -1.06295 0
163 1.88304 0
164 -1.63018 0
165 -1.10364 0
166 -4.36728 0
167 -3.62728 0
168 14.6503 0
169 -6.70787 0
170 -3.116 0
171 -13.0815 0
172 -9.36262 0
173 -4.95256 0
174 -4.58268 0
175 -4.16954 0
176 -3.7564 0
177 -3.34325 0
178 -2.93011 0
179 -2.51697 0
180 4.70999 0
181 4.19251 0
182 3.67503 0
183 3.15755 0
184 2.64007 0
185 2.12259 0
186 1.60511 0
187 1.07024 0
188 1.2796 0
189 1.3652 0
190 0.913359 0
191 -0.0692362 0
192 -1.69404 0
193 0.867569 0
194 -1.81132 0
195 -1.3687 0
196 -4.58004 0
197 -3.51025 0
198 13.5239 0
199 -6.65833 0
200 -3.15635 0
201 -12.6518 0
202 -9.14661 0
203 -4.98274 0
204 -4.61049 0
205 -4.19735 0
206 -3.78421 0
207 -3.37107 0
208 -2.95793 0
209 -2.54479 0
210 4.26519 0
211 3.75195 0
212 3.2387 0
213 2.72545 0
214 2.2122 0
215 1.69896 0
216 1.18571 0
217 0.793031 0
218 1.02256 0
219 1.28306 0
220 0.68502 0
221 -0.471201 0
222 -2.24603 0
223 -0.152817 0
224 -1.87304 0
225 1.44554 0
226 -1.67247 0
227 -3.38918 0
228 12.4105 0
229 -6.58677 0
230 -3.16568 0
231 -12.1821 0
232 -8.88159 0
233 -4.95492 0
234 -4.57131 0
235 -4.14917 0
236 -3.72704 0
237 -3.3049 0
238 -2.88276 0
239 -2.46063 0
240 0.684419 0
241 0.583049 0
242 0.481679 0
243 0.380309 0
244 0.278939 0
245 0.177569 0
246 0.0761988 0
247 0.233353 0
248 0.890688 0
249 1.73374 0
250 1.4142 0
251 3.10255 0
252 5.37744 0
253 6.5374 0
254 3.75991 0
255 2.69548 0
256 -2.26943 0
257 -1.77391 0
258 12.3363 0
259 -5.43868 0
260 -2.01932 0
261 -10.4763 0
262 -7.30018 0
263 -3.53037 0
264 -3.05505 0
265 -2.54357 0
266 -2.0321 0
267 -1.52062 0
268 -1.00914 0
269 -0.497666 0
270 1.04731 0
271 0.864644 0
272 0.681977 0
273 0.499309 0
274 0.316642 0
275 0.133975 0
276 -0.0486923 0
277 0.165119 0
278 0.894206 0
279 1.82812 0
280 1.11237 0
281 3.15047 0
282 4.39589 0
283 5.3545 0
284 2.31917 0
285 1.39469 0
286 -3.08244 0
287 -2.07569 0
288 11.1225 0
289 -5.33213 0
290 -1.81311 0
291 -9.80288 0
292 -6.84206 0
293 -3.51993 0
294 -3.05792 0
295 -2.56213 0
296 -2.06634 0
297 -1.57055 0
298 -1.07476 0
299 -0.578969 0
300 2.5284 0
301 2.26458 0
302 2.00075 0
303 1.73693 0
304 1.47311 0
305 1.20929 0
306 0.945464 0
307 1.21607 0
308 1.6861 0
309 2.72791 0
310 1.75803 0
311 1.11284 0
312 0.388058 0
313 -2.18276 0
314 -0.844617 0
315 -2.27191 0
316 -5.97768 0
317 -3.37314 0
318 7.6099 0
319 -7.43939 0
320 -4.59744 0
321 -12.7598 0
322 -10.122 0
323 -6.83907 0
324 -6.48596 0
325 -6.10144 0
326 -5.71691 0
327 -5.33239 0
328 -4.94786 0
329 -4.56334 0
330 2.62421 0
331 2.32466 0
332 2.02511 0
333 1.72557 0
334 1.42602 0
335 1.12647 0
336 0.826922 0
337 1.40429 0
338 1.00779 0
339 2.37666 0
340 2.03819 0
341 -4.17662 0
342 0.873892 0
343 1.46926 0
344 2.5553 0
345 0.125646 0
346 -4.31573 0
347 -2.5383 0
348 12.8527 0
349 -7.87664 0
350 -1.99083 0
351 -9.32452 0
352 -6.84508 0
353 -7.31439 0
354 -7.15995 0
355 -6.96981 0
356 -6.78584 0
357 -6.60188 0
358 -6.41791 0
359 -6.23395 0
360 -8.00016 0
361 -8.0769 0
362 -8.15364 0
363 -8.23038 0
364 -8.30712 0
365 -8.38386 0
366 -8.46061 0
367 -7.68305 0
368 -9.90998 0
369 -1.51531 0
370 -3.46383 0
371 -7.73294 0
372 196.457 0
373 195.504 0
374 168.486 0
375 1.38544 0
376 0.127241 0
377 -1.35586 0
378 11.0583 0
379 4.99855 0
380 -4.23392 0
381 -5.83456 0
382 -2.68136 0
383 -2.79295 0
384 -2.45264 0
385 -2.02936 0
386 -1.61191 0
387 -1.19447 0
388 -0.77702 0
389 -0.359574 0
390 -9.3455 0
391 -9.02969 0
392 -8.71387 0
393 -8.39805 0
394 -8.08223 0
395 -7.76642 0
396 -7.4506 0
397 -6.12052 0
398 -8.24324 0
399 1.53327 0
400 -1.94681 0
401 -6.8305 0
402 -6.24908 0
403 0.925538 0
404 1.90013 0
405 2.47943 0
406 -0.709189 0
407 -24.617 0
408 3.21231 0
409 -0.978232 0
410 1.58609 0
411 -0.407062 0
412 1.93038 0
413 -0.398888 0
414 -0.150815 0
415 0.147529 0
416 0.467176 0
417 0.786822 0
418 1.10647 0
419 1.42611 0
420 -9.49273 0
421 -8.91534 0
422 -8.33795 0
423 -7.76055 0
424 -7.18316 0
425 -6.60577 0
426 -6.02837 0
427 -4.23461 0
428 -5.9366 0
429 1.72342 0
430 -2.91443 0
431 -4.38954 0
432 -14.9314 0
433 0.214326 0
434 127.2 0
435 2.15033 0
436 0.783944 0
437 -5.3695 0
438 -3.35478 0
439 0.461788 0
440 0.16036 0
441 -0.244898 0
442 1.33078 0
443 1.6782 0
444 1.93064 0
445 2.20619 0
446 2.48002 0
447 2.75385 0
448 3.02768 0
449 3.30151 0
450 17.5275 0
451 16.2567 0
452 14.9858 0
453 13.715 0
454 12.4441 0
455 11.1732 0
456 9.90237 0
457 9.06536 0
458 7.06887 0
459 7.65001 0
460 4.41459 0
461 -2.1938 0
462 4.82069 0
463 0.74814 0
464 4.65279 0
465 0.693422 0
466 -0.390111 0
467 -0.682185 0
468 -2.06028 0
469 -0.595588 0
470 -1.21915 0
471 -1.97846 0
472 -1.07856 0
473 -0.968363 0
474 -1.00491 0
475 -0.988865 0
476 -0.972823 0
477 -0.956781 0
478 -0.94074 0
479 -0.924698 0
480 -29.7487 0
481 -29.377 0
482 -29.0054 0
483 -28.6337 0
484 -28.262 0
485 -27.8904 0
486 -27.5187 0
487 -26.5329 0
488 -29.8701 0
489 -27.2072 0
490 -24.0228 0
491 3.95088 0
492 -1.0145 0
493 -1.41925 0
494 0.17691 0
495 -0.247017 0
496 0.821534 0
497 1.39008 0
498 -8.22655 0
499 1.32092 0
500 -0.781724 0
501 0.524843 0
502 0.417006 0
503 0.646756 0
504 0.769224 0
505 0.954283 0
506 1.13934 0
507 1.3244 0
508 1.50946 0
509 1.69452 0
510 3.32973 0
511 3.09529 0
512 2.86084 0
513 2.62639 0
514 2.39195 0
515 2.1575 0
516 1.92306 0
517 2.48609 0
518 0.690549 0
519 2.63717 0
520 4.36652 0
521 3.81862 0
522 -11.2884 0
523 2.299 0
524 1.86129 0
525 0.883625 0
526 -0.0668584 0
527 0.250144 0
528 -4.58851 0
529 2.07663 0
530 -0.00801463 0
531 1.00012 0
532 0.931763 0
533 1.01251 0
534 0.941587 0
535 1.02482 0
536 1.10805 0
537 1.19127 0
538 1.2745 0
539 1.35773 0
540 19.668 0
541 18.121 0
542 16.574 0
543 15.0269 0
544 13.4799 0
545 11.9329 0
546 10.3858 0
