pointId Ascore actuallabel
0 0.698788 0
1 0.698788 0
2 0.698788 0
3 0.698788 0
4 0.698788 0
5 0.688942 0
6 0.677202 0
7 0.669587 0
8 0.639129 0
9 0.63988 0
10 0.636573 0
11 0.637245 0
12 0.631476 0
13 0.625652 0
14 0.629759 0
15 0.640538 0
16 0.643127 0
17 0.646488 0
18 0.63697 0
19 0.63904 0
20 0.641875 0
21 0.643381 0
22 0.651801 0
23 0.641111 0
24 0.655323 0
25 0.683893 0
26 0.683893 0
27 0.683893 0
28 0.683893 0
29 0.683893 0
30 0.698788 0
31 0.698788 0
32 0.698788 0
33 0.698788 0
34 0.698788 0
35 0.688942 0
36 0.677202 0
37 0.669587 0
38 0.639129 0
39 0.63988 0
40 0.636573 0
41 0.637245 0
42 0.631476 0
43 0.625652 0
44 0.629759 0
45 0.640538 0
46 0.643127 0
47 0.646488 0
48 0.63697 0
49 0.63904 0
50 0.641875 0
51 0.643381 0
52 0.651801 0
53 0.641111 0
54 0.655323 0
55 0.683893 0
56 0.683893 0
57 0.683893 0
58 0.683893 0
59 0.683893 0
60 0.698788 0
61 0.698788 0
62 0.698788 0
63 0.698788 0
64 0.698788 0
65 0.688942 0
66 0.677202 0
67 0.669587 0
68 0.639129 0
69 0.63988 0
70 0.636573 0
71 0.637245 0
72 0.631476 0
73 0.625652 0
74 0.629759 0
75 0.640538 0
76 0.643127 0
77 0.646488 0
78 0.63697 0
79 0.63904 0
80 0.641875 0
81 0.643381 0
82 0.651801 0
83 0.641111 0
84 0.655323 0
85 0.683893 0
86 0.683893 0
87 0.683893 0
88 0.683893 0
89 0.683893 0
90 0.698788 0
91 0.698788 0
92 0.698788 0
93 0.698788 0
94 0.698788 0
95 0.688942 0
96 0.677202 0
97 0.669587 0
98 0.639129 0
99 0.63988 0
100 0.636573 0
101 0.637245 0
102 0.631476 0
103 0.625652 0
104 0.629759 0
105 0.640538 0
106 0.643127 0
107 0.646488 0
108 0.63697 0
109 0.63904 0
110 0.641875 0
111 0.643381 0
112 0.651801 0
113 0.641111 0
114 0.655323 0
115 0.683893 0
116 0.683893 0
117 0.683893 0
118 0.683893 0
119 0.683893 0
120 0.698788 0
121 0.698788 0
122 0.698788 0
123 0.698788 0
124 0.698788 0
125 0.688942 0
126 0.677202 0
127 0.669587 0
128 0.639129 0
129 0.63988 0
130 0.636573 0
131 0.637245 0
132 0.631476 0
133 0.625652 0
134 0.629759 0
135 0.640538 0
136 0.643127 0
137 0.646488 0
138 0.63697 0
139 0.63904 0
140 0.641875 0
141 0.643381 0
142 0.651801 0
143 0.641111 0
144 0.655323 0
145 0.683893 0
146 0.683893 0
147 0.683893 0
148 0.683893 0
149 0.683893 0
150 0.698788 0
151 0.698788 0
152 0.698788 0
153 0.698788 0
154 0.698788 0
155 0.688942 0
156 0.677202 0
157 0.669587 0
158 0.639129 0
159 0.63988 0
160 0.636573 0
161 0.637245 0
162 0.631476 0
163 0.625652 0
164 0.629759 0
165 0.640538 0
166 0.643127 0
167 0.646488 0
168 0.63697 0
169 0.63904 0
170 0.641875 0
171 0.643381 0
172 0.651801 0
173 0.641111 0
174 0.655323 0
175 0.683893 0
176 0.683893 0
177 0.683893 0
