dPTime: 0.00245555 iFTime: 0.303232 ADTime: 0.050602 iFMemUsed: 3856
dPTime: 0.00233456 iFTime: 0.289853 ADTime: 0.0515533 iFMemUsed: 3776
dPTime: 0.00269347 iFTime: 0.283812 ADTime: 0.0486719 iFMemUsed: 3820
dPTime: 0.00234591 iFTime: 0.286112 ADTime: 0.0481814 iFMemUsed: 3928
dPTime: 0.00226565 iFTime: 0.281512 ADTime: 0.0480209 iFMemUsed: 4088
dPTime: 0.00231478 iFTime: 0.286914 ADTime: 0.0488109 iFMemUsed: 3944
dPTime: 0.00229554 iFTime: 0.296232 ADTime: 0.048501 iFMemUsed: 3984
dPTime: 0.00267602 iFTime: 0.289075 ADTime: 0.047554 iFMemUsed: 3972
dPTime: 0.00227259 iFTime: 0.285952 ADTime: 0.0520154 iFMemUsed: 3820
dPTime: 0.00233605 iFTime: 0.292863 ADTime: 0.049747 iFMemUsed: 3876
