pointId Ascore actuallabel
0 0.74694 0
1 0.74694 0
2 0.74694 0
3 0.742166 0
4 0.720599 0
5 0.705538 0
6 0.692944 0
7 0.681755 0
8 0.678793 0
9 0.684223 0
10 0.699391 0
11 0.711798 0
12 0.72195 0
13 0.724232 0
14 0.726237 0
15 0.721176 0
16 0.716943 0
17 0.720192 0
18 0.714333 0
19 0.679007 0
20 0.652799 0
21 0.632605 0
22 0.625307 0
23 0.641859 0
24 0.679327 0
25 0.712541 0
26 0.735188 0
27 0.737726 0
28 0.737726 0
29 0.737726 0
30 0.74694 0
31 0.74694 0
32 0.74694 0
33 0.742166 0
34 0.720599 0
35 0.705538 0
36 0.692944 0
37 0.681755 0
38 0.678793 0
39 0.684223 0
40 0.699391 0
41 0.711798 0
42 0.72195 0
43 0.724232 0
44 0.726237 0
45 0.721176 0
46 0.716943 0
47 0.720192 0
48 0.714333 0
49 0.679007 0
50 0.652799 0
51 0.632605 0
52 0.625307 0
53 0.641859 0
54 0.679327 0
55 0.712541 0
56 0.735188 0
57 0.737726 0
58 0.737726 0
59 0.737726 0
60 0.74694 0
61 0.74694 0
62 0.74694 0
63 0.742166 0
64 0.720599 0
65 0.705538 0
66 0.692944 0
67 0.681755 0
68 0.678793 0
69 0.684223 0
70 0.699391 0
71 0.711798 0
72 0.72195 0
73 0.724232 0
74 0.726237 0
75 0.721176 0
76 0.716943 0
77 0.720192 0
78 0.714333 0
79 0.679007 0
80 0.652799 0
81 0.632605 0
82 0.625307 0
83 0.641859 0
84 0.679327 0
85 0.712541 0
86 0.735188 0
87 0.737726 0
88 0.737726 0
89 0.737726 0
90 0.74694 0
91 0.74694 0
92 0.74694 0
93 0.742166 0
94 0.720599 0
95 0.705538 0
96 0.692944 0
97 0.681755 0
98 0.678793 0
99 0.684223 0
100 0.699391 0
101 0.711798 0
102 0.72195 0
103 0.724232 0
104 0.726237 0
105 0.721176 0
106 0.716943 0
107 0.720192 0
108 0.714333 0
109 0.679007 0
110 0.652799 0
111 0.632605 0
112 0.625307 0
113 0.641859 0
114 0.679327 0
115 0.712541 0
116 0.735188 0
117 0.737726 0
118 0.737726 0
119 0.737726 0
120 0.732896 0
121 0.732896 0
122 0.732896 0
123 0.728212 0
124 0.705551 0
125 0.689782 0
126 0.677627 0
127 0.665903 0
128 0.661222 0
129 0.665342 0
130 0.681802 0
131 0.694021 0
132 0.703919 0
133 0.702888 0
134 0.704612 0
135 0.697737 0
136 0.694297 0
137 0.697883 0
138 0.691988 0
139 0.654499 0
140 0.624824 0
141 0.59827 0
142 0.58221 0
143 0.599878 0
144 0.640017 0
145 0.68342 0
146 0.70712 0
147 0.709561 0
148 0.709561 0
149 0.709561 0
150 0.710976 0
151 0.710976 0
152 0.710976 0
153 0.706432 0
154 0.683478 0
155 0.665805 0
156 0.649291 0
157 0.634244 0
158 0.631894 0
159 0.63402 0
160 0.649909 0
161 0.660812 0
162 0.671125 0
163 0.666707 0
164 0.664353 0
165 0.654135 0
166 0.65009 0
167 0.651422 0
168 0.645003 0
169 0.598768 0
170 0.554701 0
171 0.524482 0
172 0.499829 0
173 0.52199 0
174 0.579336 0
175 0.635082 0
176 0.666365 0
177 0.668666 0
178 0.668666 0
179 0.668666 0
180 0.693773 0
181 0.693773 0
182 0.693773 0
183 0.689339 0
184 0.665864 0
185 0.648647 0
186 0.631309 0
187 0.614128 0
188 0.61166 0
189 0.612647 0
190 0.627185 0
191 0.634408 0
192 0.642643 0
193 0.637524 0
194 0.634953 0
195 0.623942 0
196 0.619418 0
197 0.620687 0
198 0.609551 0
199 0.551575 0
200 0.490833 0
201 0.456751 0
202 0.44606 0
203 0.463807 0
204 0.535768 0
205 0.603429 0
206 0.644517 0
207 0.648364 0
208 0.648364 0
209 0.648364 0
210 0.685988 0
211 0.685988 0
212 0.685988 0
213 0.681604 0
214 0.657754 0
215 0.640746 0
216 0.621905 0
217 0.60394 0
218 0.599754 0
219 0.600226 0
220 0.615639 0
221 0.620202 0
222 0.627723 0
223 0.623396 0
224 0.620814 0
225 0.611552 0
226 0.60559 0
227 0.604242 0
228 0.592897 0
229 0.534712 0
230 0.465865 0
231 0.43894 0
232 0.431388 0
233 0.447897 0
234 0.514484 0
235 0.586809 0
236 0.633543 0
237 0.637726 0
238 0.637726 0
