dPTime: 0.0297802 iFTime: 0.107098 ADTime: 0.0791178 iFMemUsed: 6052
dPTime: 0.0302751 iFTime: 0.102799 ADTime: 0.0836735 iFMemUsed: 5544
dPTime: 0.0296945 iFTime: 0.1056 ADTime: 0.0824691 iFMemUsed: 5944
dPTime: 0.0293853 iFTime: 0.115106 ADTime: 0.0811867 iFMemUsed: 5800
dPTime: 0.0309324 iFTime: 0.107698 ADTime: 0.0871807 iFMemUsed: 5860
dPTime: 0.0302461 iFTime: 0.109045 ADTime: 0.0804269 iFMemUsed: 5544
dPTime: 0.0404057 iFTime: 0.108663 ADTime: 0.080139 iFMemUsed: 5680
dPTime: 0.0301517 iFTime: 0.103191 ADTime: 0.0766119 iFMemUsed: 5812
dPTime: 0.0300827 iFTime: 0.108215 ADTime: 0.0824685 iFMemUsed: 5940
dPTime: 0.0295861 iFTime: 0.105471 ADTime: 0.0768513 iFMemUsed: 5948
