dPTime: 0.00237147 iFTime: 0.783639 ADTime: 0.00316935 iFMemUsed: 3876
dPTime: 0.00226328 iFTime: 0.791075 ADTime: 0.00303138 iFMemUsed: 3972
dPTime: 0.00229407 iFTime: 0.789607 ADTime: 0.00315018 iFMemUsed: 3872
dPTime: 0.00233148 iFTime: 0.781244 ADTime: 0.0031143 iFMemUsed: 3996
dPTime: 0.00227758 iFTime: 0.777341 ADTime: 0.00303111 iFMemUsed: 3988
dPTime: 0.00229884 iFTime: 0.778981 ADTime: 0.00314296 iFMemUsed: 3832
dPTime: 0.00225529 iFTime: 0.789627 ADTime: 0.0030657 iFMemUsed: 3968
dPTime: 0.00229313 iFTime: 0.778013 ADTime: 0.00315587 iFMemUsed: 3972
dPTime: 0.00240805 iFTime: 0.781595 ADTime: 0.00303178 iFMemUsed: 3976
dPTime: 0.00242032 iFTime: 0.777834 ADTime: 0.00314038 iFMemUsed: 3888
