dPTime: 0.0289028 iFTime: 1.02094 ADTime: 0.922895 iFMemUsed: 5868
dPTime: 0.0284584 iFTime: 1.0356 ADTime: 0.94499 iFMemUsed: 6180
dPTime: 0.0287277 iFTime: 1.02555 ADTime: 0.937606 iFMemUsed: 6496
dPTime: 0.0287935 iFTime: 1.0136 ADTime: 0.916008 iFMemUsed: 6008
dPTime: 0.0285396 iFTime: 1.02737 ADTime: 0.919258 iFMemUsed: 5720
dPTime: 0.0284859 iFTime: 1.01814 ADTime: 0.915075 iFMemUsed: 5672
dPTime: 0.028691 iFTime: 1.01995 ADTime: 0.922471 iFMemUsed: 5676
dPTime: 0.0284205 iFTime: 1.02216 ADTime: 0.921705 iFMemUsed: 6200
dPTime: 0.0288884 iFTime: 1.01521 ADTime: 0.924163 iFMemUsed: 5808
dPTime: 0.0288566 iFTime: 1.01912 ADTime: 0.919266 iFMemUsed: 5956
