dPTime: 0.000529141 iFTime: 0.282138 ADTime: 0.00381887 iFMemUsed: 1716
dPTime: 0.000426874 iFTime: 0.268708 ADTime: 0.003849 iFMemUsed: 1708
dPTime: 0.000428046 iFTime: 0.27136 ADTime: 0.00375289 iFMemUsed: 1712
dPTime: 0.000450559 iFTime: 0.280692 ADTime: 0.00401918 iFMemUsed: 1588
dPTime: 0.000485963 iFTime: 0.27763 ADTime: 0.00427815 iFMemUsed: 1588
dPTime: 0.000461951 iFTime: 0.281284 ADTime: 0.00460402 iFMemUsed: 1708
dPTime: 0.000420219 iFTime: 0.277648 ADTime: 0.00377524 iFMemUsed: 1644
dPTime: 0.000476434 iFTime: 0.277461 ADTime: 0.0040574 iFMemUsed: 1712
dPTime: 0.000429811 iFTime: 0.278187 ADTime: 0.00401027 iFMemUsed: 1644
dPTime: 0.000421215 iFTime: 0.26605 ADTime: 0.00406247 iFMemUsed: 1648
