pointId Ascore actuallabel
0 0.759465 0
1 0.759465 0
2 0.759465 0
3 0.759465 0
4 0.759465 0
5 0.759465 0
6 0.750644 0
7 0.741069 0
8 0.725231 0
9 0.711544 0
10 0.69834 0
11 0.687974 0
12 0.67146 0
13 0.651281 0
14 0.639544 0
15 0.638828 0
16 0.638765 0
17 0.660097 0
18 0.675914 0
19 0.700767 0
20 0.706243 0
21 0.722131 0
22 0.742778 0
23 0.760581 0
24 0.776073 0
25 0.776562 0
26 0.776562 0
27 0.776562 0
28 0.776562 0
29 0.776562 0
30 0.759465 0
31 0.759465 0
32 0.759465 0
33 0.759465 0
34 0.759465 0
35 0.759465 0
36 0.750644 0
37 0.741069 0
38 0.725231 0
39 0.711544 0
40 0.69834 0
41 0.687974 0
42 0.67146 0
43 0.651281 0
44 0.639544 0
45 0.638828 0
46 0.638765 0
47 0.660097 0
48 0.675914 0
49 0.700767 0
50 0.706243 0
51 0.722131 0
52 0.742778 0
53 0.760581 0
54 0.776073 0
55 0.776562 0
56 0.776562 0
57 0.776562 0
58 0.776562 0
59 0.776562 0
60 0.759465 0
61 0.759465 0
62 0.759465 0
63 0.759465 0
64 0.759465 0
65 0.759465 0
66 0.750644 0
67 0.741069 0
68 0.725231 0
69 0.711544 0
70 0.69834 0
71 0.687974 0
72 0.67146 0
73 0.651281 0
74 0.639544 0
75 0.638828 0
76 0.638765 0
77 0.660097 0
78 0.675914 0
79 0.700767 0
80 0.706243 0
81 0.722131 0
82 0.742778 0
83 0.760581 0
84 0.776073 0
85 0.776562 0
86 0.776562 0
87 0.776562 0
88 0.776562 0
89 0.776562 0
90 0.759465 0
91 0.759465 0
92 0.759465 0
93 0.759465 0
94 0.759465 0
95 0.759465 0
96 0.750644 0
97 0.741069 0
98 0.725231 0
99 0.711544 0
100 0.69834 0
101 0.687974 0
102 0.67146 0
103 0.651281 0
104 0.639544 0
105 0.638828 0
106 0.638765 0
107 0.660097 0
108 0.675914 0
109 0.700767 0
110 0.706243 0
111 0.722131 0
112 0.742778 0
113 0.760581 0
114 0.776073 0
115 0.776562 0
116 0.776562 0
117 0.776562 0
118 0.776562 0
119 0.776562 0
120 0.759465 0
121 0.759465 0
122 0.759465 0
123 0.759465 0
124 0.759465 0
125 0.759465 0
126 0.750644 0
127 0.741069 0
128 0.725231 0
129 0.711544 0
130 0.69834 0
131 0.687974 0
132 0.67146 0
133 0.651281 0
134 0.639544 0
135 0.638828 0
136 0.638765 0
137 0.660097 0
138 0.675914 0
139 0.700767 0
140 0.706243 0
141 0.722131 0
142 0.742778 0
143 0.760581 0
144 0.776073 0
145 0.776562 0
146 0.776562 0
147 0.776562 0
148 0.776562 0
149 0.776562 0
150 0.759465 0
151 0.759465 0
152 0.759465 0
153 0.759465 0
154 0.759465 0
155 0.759465 0
156 0.750644 0
157 0.741069 0
158 0.725231 0
159 0.711544 0
160 0.69834 0
161 0.687974 0
162 0.67146 0
163 0.651281 0
164 0.639544 0
165 0.638828 0
166 0.638765 0
167 0.660097 0
168 0.675914 0
169 0.700767 0
170 0.706243 0
171 0.722131 0
172 0.742778 0
173 0.760581 0
174 0.776073 0
175 0.776562 0
176 0.776562 0
177 0.776562 0
178 0.776562 0
179 0.776562 0
180 0.759465 0
181 0.759465 0
182 0.759465 0
183 0.759465 0
184 0.759465 0
185 0.759465 0
186 0.750644 0
187 0.741069 0
188 0.725231 0
189 0.711544 0
190 0.69834 0
191 0.687974 0
192 0.67146 0
193 0.651281 0
194 0.639544 0
195 0.638828 0
196 0.638765 0
197 0.660097 0
198 0.675914 0
199 0.700767 0
200 0.706243 0
201 0.722131 0
202 0.742778 0
203 0.760581 0
204 0.776073 0
205 0.776562 0
206 0.776562 0
207 0.776562 0
208 0.776562 0
209 0.776562 0
210 0.746704 0
211 0.746704 0
212 0.746704 0
213 0.746704 0
214 0.746704 0
215 0.746704 0
216 0.738031 0
217 0.728158 0
218 0.711698 0
219 0.697387 0
220 0.683153 0
221 0.671936 0
222 0.652013 0
223 0.628174 0
224 0.615424 0
225 0.618337 0
226 0.619674 0
227 0.640368 0
228 0.656699 0
229 0.681937 0
230 0.688132 0
231 0.708441 0
232 0.728697 0
233 0.746162 0
234 0.761361 0
235 0.76184 0
236 0.76184 0
237 0.76184 0
238 0.76184 0
239 0.76184 0
240 0.741079 0
241 0.741079 0
242 0.741079 0
243 0.741079 0
244 0.741079 0
245 0.741079 0
246 0.732471 0
247 0.719332 0
248 0.698206 0
249 0.677751 0
250 0.658218 0
251 0.640007 0
252 0.618761 0
253 0.587555 0
254 0.565028 0
255 0.555698 0
256 0.557885 0
257 0.587839 0
258 0.608211 0
259 0.635327 0
260 0.651371 0
261 0.679883 0
262 0.704738 0
263 0.724363 0
264 0.743208 0
265 0.743677 0
266 0.743677 0
267 0.743677 0
268 0.743677 0
269 0.743677 0
270 0.728924 0
271 0.728924 0
272 0.728924 0
273 0.728924 0
274 0.728924 0
275 0.728924 0
276 0.719381 0
277 0.706032 0
278 0.676895 0
279 0.652051 0
280 0.632921 0
281 0.614636 0
282 0.58575 0
283 0.557358 0
284 0.536554 0
285 0.519809 0
286 0.521075 0
287 0.553423 0
288 0.576287 0
289 0.607854 0
290 0.625557 0
291 0.659404 0
292 0.691887 0
293 0.712499 0
294 0.730576 0
295 0.731036 0
296 0.731036 0
297 0.731036 0
298 0.731036 0
299 0.731036 0
300 0.706478 0
301 0.706478 0
302 0.706478 0
303 0.706478 0
304 0.706478 0
305 0.706478 0
306 0.697065 0
307 0.68053 0
308 0.642926 0
309 0.616757 0
310 0.603173 0
311 0.571182 0
312 0.53741 0
313 0.516073 0
314 0.487731 0
315 0.480775 0
316 0.482452 0
317 0.511766 0
318 0.533379 0
319 0.569218 0
320 0.596595 0
321 0.630979 0
322 0.665317 0
323 0.695684 0
324 0.720215 0
325 0.720669 0
326 0.720669 0
327 0.720669 0
328 0.720669 0
329 0.720669 0
330 0.687373 0
331 0.687373 0
332 0.687373 0
333 0.687373 0
334 0.687373 0
335 0.687373 0
336 0.674935 0
337 0.658925 0
338 0.620831 0
339 0.58738 0
340 0.562142 0
341 0.532206 0
342 0.483223 0
343 0.464225 0
344 0.442663 0
345 0.437026 0
346 0.441918 0
347 0.458788 0
348 0.480342 0
349 0.5222 0
350 0.550714 0
351 0.607851 0
352 0.659551 0
353 0.695165 0
354 0.720921 0
355 0.721375 0
356 0.721375 0
357 0.721375 0
358 0.721375 0
359 0.721375 0
360 0.659091 0
361 0.659091 0
362 0.659091 0
363 0.659091 0
364 0.659091 0
365 0.659091 0
366 0.646758 0
367 0.631416 0
368 0.588538 0
369 0.552116 0
370 0.525384 0
371 0.492488 0
372 0.44701 0
373 0.428997 0
374 0.412397 0
375 0.414724 0
376 0.415197 0
377 0.42882 0
378 0.451412 0
379 0.494925 0
380 0.52262 0
381 0.586871 0
382 0.642142 0
383 0.682103 0
384 0.708267 0
385 0.712181 0
386 0.712181 0
387 0.712181 0
388 0.712181 0
389 0.712181 0
390 0.654743 0
391 0.654743 0
392 0.654743 0
393 0.654743 0
394 0.654743 0
395 0.654743 0
396 0.639783 0
397 0.621915 0
398 0.576045 0
399 0.528358 0
400 0.49982 0
401 0.47031 0
402 0.432002 0
403 0.418252 0
404 0.402704 0
405 0.405468 0
406 0.404501 0
407 0.412867 0
408 0.438066 0
409 0.478239 0
410 0.513202 0
411 0.574419 0
412 0.634584 0
413 0.675064 0
414 0.70293 0
415 0.706814 0
416 0.706814 0
417 0.706814 0
418 0.706814 0
419 0.706814 0
420 0.650569 0
421 0.650569 0
422 0.650569 0
423 0.650569 0
424 0.650569 0
425 0.650569 0
426 0.634128 0
427 0.61342 0
428 0.561624 0
429 0.510217 0
430 0.482015 0
431 0.447304 0
432 0.42064 0
433 0.408175 0
434 0.395638 0
435 0.397562 0
436 0.397652 0
437 0.409599 0
438 0.436096 0
439 0.481632 0
440 0.516426 0
441 0.563775 0
442 0.633279 0
443 0.675794 0
444 0.702804 0
445 0.706688 0
446 0.706688 0
447 0.706688 0
448 0.706688 0
449 0.706688 0
450 0.669549 0
451 0.669549 0
452 0.669549 0
453 0.669549 0
454 0.669549 0
455 0.669549 0
456 0.652406 0
457 0.630025 0
458 0.572731 0
