dPTime: 0.00228421 iFTime: 3.95165 ADTime: 3.96151 iFMemUsed: 4020
dPTime: 0.00231044 iFTime: 3.96069 ADTime: 3.96525 iFMemUsed: 3988
dPTime: 0.00225149 iFTime: 4.00762 ADTime: 3.96507 iFMemUsed: 4012
dPTime: 0.00228105 iFTime: 3.95972 ADTime: 3.95942 iFMemUsed: 3888
dPTime: 0.00273969 iFTime: 3.96142 ADTime: 3.97053 iFMemUsed: 3888
dPTime: 0.00230085 iFTime: 3.96986 ADTime: 4.022 iFMemUsed: 4076
dPTime: 0.00228808 iFTime: 3.9621 ADTime: 4.03485 iFMemUsed: 3968
dPTime: 0.00226529 iFTime: 3.97151 ADTime: 3.96636 iFMemUsed: 3888
dPTime: 0.00226432 iFTime: 3.95993 ADTime: 3.963 iFMemUsed: 3824
dPTime: 0.00226403 iFTime: 3.96338 ADTime: 3.96643 iFMemUsed: 3888
