dPTime: 0.000441584 iFTime: 2.25568 ADTime: 0.714761 iFMemUsed: 1876
dPTime: 0.000427143 iFTime: 2.22138 ADTime: 0.714545 iFMemUsed: 1808
dPTime: 0.000418718 iFTime: 2.22226 ADTime: 0.710269 iFMemUsed: 1868
dPTime: 0.000417653 iFTime: 2.22228 ADTime: 0.715622 iFMemUsed: 1744
dPTime: 0.000413899 iFTime: 2.2406 ADTime: 0.712716 iFMemUsed: 1748
dPTime: 0.000423231 iFTime: 2.24153 ADTime: 0.711044 iFMemUsed: 1804
dPTime: 0.000485175 iFTime: 2.26779 ADTime: 0.711919 iFMemUsed: 1868
dPTime: 0.000415874 iFTime: 2.29103 ADTime: 0.805738 iFMemUsed: 1808
dPTime: 0.000430193 iFTime: 2.35071 ADTime: 0.721342 iFMemUsed: 1744
dPTime: 0.000462228 iFTime: 2.30235 ADTime: 0.723396 iFMemUsed: 1872
