dPTime: 0.0261125 iFTime: 0.0912871 ADTime: 0.0693386 iFMemUsed: 5912
dPTime: 0.0258843 iFTime: 0.090292 ADTime: 0.0683972 iFMemUsed: 5940
dPTime: 0.025921 iFTime: 0.0912023 ADTime: 0.0704637 iFMemUsed: 5900
dPTime: 0.026322 iFTime: 0.0910053 ADTime: 0.0689198 iFMemUsed: 6024
dPTime: 0.0259852 iFTime: 0.0915033 ADTime: 0.0680639 iFMemUsed: 6136
dPTime: 0.0259952 iFTime: 0.092167 ADTime: 0.0700163 iFMemUsed: 5944
dPTime: 0.026144 iFTime: 0.0884342 ADTime: 0.0685009 iFMemUsed: 5716
dPTime: 0.0283264 iFTime: 0.091764 ADTime: 0.0686345 iFMemUsed: 5912
dPTime: 0.0262366 iFTime: 0.0897878 ADTime: 0.0740422 iFMemUsed: 5976
dPTime: 0.0284794 iFTime: 0.0918236 ADTime: 0.0704663 iFMemUsed: 6180
