dPTime: 0.0286745 iFTime: 1.53541 ADTime: 73.699 iFMemUsed: 5584
dPTime: 0.0280328 iFTime: 1.52317 ADTime: 73.3046 iFMemUsed: 5668
dPTime: 0.030604 iFTime: 1.54069 ADTime: 74.6218 iFMemUsed: 5608
dPTime: 0.0284744 iFTime: 1.62593 ADTime: 76.7811 iFMemUsed: 5628
dPTime: 0.02932 iFTime: 1.60329 ADTime: 76.5377 iFMemUsed: 5780
dPTime: 0.0285237 iFTime: 1.54676 ADTime: 75.8654 iFMemUsed: 5712
dPTime: 0.0295466 iFTime: 1.63213 ADTime: 77.3167 iFMemUsed: 5604
dPTime: 0.0290142 iFTime: 1.62906 ADTime: 76.683 iFMemUsed: 5800
dPTime: 0.0293706 iFTime: 1.60764 ADTime: 76.2478 iFMemUsed: 5808
dPTime: 0.0291303 iFTime: 1.59918 ADTime: 76.0989 iFMemUsed: 5656
